date,adj_close,close,high,low,open,volume
2015-01-01,970.3305053710938,1272.7750244140625,1283.5,1270.5,1283.5,366830
2015-01-02,983.2525634765625,1289.7249755859375,1295.4749755859375,1275.300048828125,1275.5,925740
2015-01-05,968.3101806640625,1270.125,1299.949951171875,1262.324951171875,1290.5,1754242
2015-01-06,932.6122436523438,1223.300048828125,1264.550048828125,1220.0,1264.550048828125,2423784
2015-01-07,921.5958862304688,1208.8499755859375,1239.574951171875,1203.7249755859375,1235.0,2636332
2015-01-08,931.5448608398438,1221.9000244140625,1224.5,1210.2750244140625,1221.199951171875,1565408
2015-01-09,957.6559448242188,1256.1500244140625,1259.949951171875,1225.0,1227.5,3197642
2015-01-12,956.6646728515625,1254.8499755859375,1264.0,1240.125,1258.5,1596006
2015-01-13,952.1670532226562,1248.949951171875,1265.199951171875,1240.050048828125,1260.0,1468432
2015-01-14,961.3343505859375,1260.9749755859375,1265.9000244140625,1250.25,1258.0,1787096
2015-01-15,967.8716430664062,1269.550048828125,1290.875,1261.625,1266.5,5009920
2015-01-16,965.2224731445312,1266.074951171875,1272.5,1242.1500244140625,1271.8499755859375,5293830
2015-01-19,957.1607055664062,1255.5,1275.5,1251.5,1268.0,1135074
2015-01-20,953.1387329101562,1250.2249755859375,1265.0,1241.625,1260.0,2058566
2015-01-21,958.22802734375,1256.9000244140625,1261.0,1244.125,1261.0,2310480
2015-01-22,958.1319580078125,1256.7750244140625,1260.625,1247.75,1258.25,2113214
2015-01-23,954.3395385742188,1251.800048828125,1266.0250244140625,1248.050048828125,1257.0,3150380
2015-01-27,955.6573486328125,1251.0250244140625,1257.5,1244.7750244140625,1256.175048828125,2738736
2015-01-28,969.9999389648438,1269.800048828125,1272.449951171875,1251.449951171875,1251.5,3121980
2015-01-29,971.9282836914062,1272.324951171875,1284.3499755859375,1256.449951171875,1269.0,3734392
2015-01-30,948.0187377929688,1241.0250244140625,1287.5,1235.0,1280.3499755859375,5817402
2015-02-02,960.2984619140625,1257.0999755859375,1260.7249755859375,1231.0250244140625,1241.0,3181802
2015-02-03,977.123046875,1279.125,1282.5,1253.550048828125,1255.824951171875,2345054
2015-02-04,960.3362426757812,1257.1500244140625,1285.8499755859375,1251.050048828125,1284.0,2245418
2015-02-05,974.8885498046875,1276.199951171875,1295.8499755859375,1259.5,1260.0,4530168
2015-02-06,983.8072509765625,1287.875,1297.4000244140625,1275.425048828125,1276.5,2136416
2015-02-09,959.8017578125,1256.449951171875,1284.550048828125,1250.0,1280.75,2076432
2015-02-10,932.396484375,1220.574951171875,1263.125,1216.5,1255.0,3799054
2015-02-11,939.5581665039062,1229.949951171875,1243.625,1223.625,1227.5250244140625,2937522
2015-02-12,940.4175415039062,1231.074951171875,1239.9000244140625,1223.5,1239.9000244140625,3107980
2015-02-13,969.6749267578125,1269.375,1273.875,1230.125,1235.0,4158326
2015-02-16,987.263916015625,1292.4000244140625,1297.5,1277.5,1280.0,2364392
2015-02-18,1006.685791015625,1317.824951171875,1321.5,1282.625,1292.5250244140625,2660014
2015-02-19,1024.0263671875,1340.5250244140625,1343.6500244140625,1317.5,1318.0,2618002
2015-02-20,1021.926025390625,1337.7750244140625,1349.4000244140625,1321.125,1349.4000244140625,1801588
2015-02-23,1029.98486328125,1348.324951171875,1361.0,1335.5,1335.5,1614892
2015-02-24,1033.0787353515625,1352.375,1365.0,1339.5,1347.0,2199922
2015-02-25,1020.6458740234375,1336.0999755859375,1361.0,1333.925048828125,1355.0,1767994
2015-02-26,1014.6307373046875,1328.2249755859375,1346.375,1312.675048828125,1339.5,1991994
2015-02-27,1016.8839721679688,1331.175048828125,1337.875,1308.1500244140625,1329.7249755859375,2877376
2015-03-02,1019.57666015625,1334.699951171875,1354.4749755859375,1326.2750244140625,1339.8499755859375,2176038
2015-03-03,1060.2926025390625,1388.0,1395.0,1338.074951171875,1341.0,3424308
2015-03-04,1048.833740234375,1373.0,1406.050048828125,1357.824951171875,1394.0,3862994
2015-03-05,1029.9085693359375,1348.2249755859375,1385.3499755859375,1340.5250244140625,1375.0,2173514
2015-03-09,1010.9446411132812,1323.4000244140625,1339.9000244140625,1305.0,1320.0,2883174
2015-03-10,1009.3788452148438,1321.3499755859375,1339.125,1297.625,1324.449951171875,3037052
2015-03-11,995.5709228515625,1303.2750244140625,1329.9749755859375,1298.9000244140625,1321.0,2240200
2015-03-12,1000.3453369140625,1309.5250244140625,1312.449951171875,1295.050048828125,1311.949951171875,1827636
2015-03-13,986.3279418945312,1291.175048828125,1319.9749755859375,1287.5,1319.0,1586838
2015-03-16,978.6700439453125,1281.1500244140625,1305.0,1276.0,1292.5999755859375,1556296
2015-03-17,986.8436279296875,1291.8499755859375,1303.3499755859375,1278.875,1291.25,1267318
2015-03-18,977.5433349609375,1279.675048828125,1299.7249755859375,1275.8499755859375,1295.4749755859375,1255170
2015-03-19,991.6373291015625,1298.125,1302.925048828125,1284.050048828125,1288.0,2448964
2015-03-20,997.2520141601562,1305.4749755859375,1309.0,1289.425048828125,1298.0,1963908
2015-03-23,999.6197509765625,1308.574951171875,1315.5,1303.0,1308.0,1566608
2015-03-24,989.7466430664062,1295.6500244140625,1318.5,1291.050048828125,1315.0,2394878
2015-03-25,983.0430908203125,1286.875,1307.0,1272.5999755859375,1295.699951171875,2224858
2015-03-26,959.8781127929688,1256.550048828125,1293.3499755859375,1250.5,1276.6500244140625,3091642
2015-03-27,960.5272216796875,1257.4000244140625,1285.949951171875,1252.050048828125,1265.5,2751776
2015-03-30,979.3763427734375,1282.074951171875,1284.949951171875,1260.0,1262.5,1339006
2015-03-31,975.4807739257812,1276.9749755859375,1284.7249755859375,1260.5,1284.7249755859375,2427028
2015-04-01,971.16455078125,1271.324951171875,1281.800048828125,1261.125,1279.0,2075758
2015-04-06,972.9405517578125,1273.6500244140625,1281.449951171875,1250.050048828125,1279.0,1568542
2015-04-07,987.340087890625,1292.5,1299.5,1272.0,1281.2249755859375,1886922
2015-04-08,1008.882080078125,1320.699951171875,1328.25,1295.425048828125,1297.0,1652134
2015-04-09,1017.7241821289062,1332.2750244140625,1343.7249755859375,1317.574951171875,1329.5,2544450
2015-04-10,1013.5989990234375,1326.875,1335.4000244140625,1314.0,1324.25,1815544
2015-04-13,1014.267578125,1327.75,1332.5,1314.0,1332.0,1308642
2015-04-15,1003.6687622070312,1313.875,1356.949951171875,1304.699951171875,1327.3499755859375,2913934
2015-04-16,986.5,1291.4000244140625,1313.5,1285.675048828125,1313.4749755859375,3217570
2015-04-17,945.268310546875,1237.425048828125,1280.0,1235.0,1278.550048828125,9668742
2015-04-20,927.6798706054688,1214.4000244140625,1241.949951171875,1212.425048828125,1240.0250244140625,2890722
2015-04-21,927.0112915039062,1213.5250244140625,1226.0,1200.5,1214.4000244140625,2546032
2015-04-22,933.9056396484375,1222.550048828125,1236.5,1203.7750244140625,1215.75,4186812
2015-04-23,938.5462646484375,1228.625,1239.9000244140625,1215.8499755859375,1236.0,4342990
2015-04-24,952.219970703125,1246.5250244140625,1257.0,1223.7750244140625,1227.6500244140625,3625158
2015-04-27,954.9510498046875,1250.0999755859375,1260.0,1243.0,1249.75,2733052
2015-04-28,952.96484375,1247.5,1255.0,1227.550048828125,1255.0,3088298
2015-04-29,950.023681640625,1243.6500244140625,1247.5,1225.5250244140625,1242.0,2019620
2015-04-30,941.0098266601562,1231.8499755859375,1245.0,1213.550048828125,1240.0,3738054
2015-05-04,947.8274536132812,1240.7750244140625,1252.4000244140625,1228.5999755859375,1245.5,1890630
2015-05-05,961.6923828125,1258.925048828125,1268.2249755859375,1250.0,1250.5,3255070
2015-05-06,940.7613525390625,1231.5250244140625,1257.5,1227.9000244140625,1257.5,3394406
2015-05-07,972.1576538085938,1272.625,1276.875,1226.8499755859375,1232.449951171875,3205028
2015-05-08,965.2825927734375,1263.625,1294.0,1258.1500244140625,1280.0,3003664
2015-05-11,976.2632446289062,1278.0,1281.5250244140625,1262.5,1267.5,2573082
2015-05-12,963.6212158203125,1261.449951171875,1282.5,1256.5,1280.0,2467386
2015-05-13,960.7567138671875,1257.699951171875,1273.5,1240.2249755859375,1273.5,1863774
2015-05-14,954.5880737304688,1249.625,1260.0,1242.5,1260.0,1309050
2015-05-15,959.1329345703125,1255.574951171875,1266.199951171875,1250.5,1257.5,1461454
2015-05-18,962.6661987304688,1260.199951171875,1262.625,1248.550048828125,1257.050048828125,4507752
2015-05-19,959.7254028320312,1256.3499755859375,1265.0,1248.375,1259.699951171875,1957722
2015-05-20,976.6649169921875,1278.5250244140625,1284.949951171875,1258.449951171875,1260.0,1897814
2015-05-21,976.072509765625,1277.75,1290.0,1274.074951171875,1278.5,1579578
2015-05-22,999.9061279296875,1308.949951171875,1314.375,1269.625,1275.0,2691632
2015-05-25,993.4513549804688,1300.5,1318.449951171875,1292.8499755859375,1310.0,982978
2015-05-26,996.449462890625,1304.425048828125,1311.625,1294.449951171875,1302.5,1961740
2015-05-27,998.8945922851562,1307.625,1316.574951171875,1296.0,1304.0,1620690
2015-05-28,996.6978149414062,1304.75,1311.5,1291.125,1301.949951171875,2763608
2015-05-29,997.0035400390625,1305.1500244140625,1324.300048828125,1298.625,1308.5,4423532
2015-06-01,999.8488159179688,1308.875,1323.550048828125,1304.175048828125,1304.7249755859375,882264
2015-06-02,993.03125,1299.949951171875,1315.0,1295.25,1308.0,3935820
2015-06-03,997.2323608398438,1305.449951171875,1312.800048828125,1295.25,1302.0,1804684
2015-06-04,995.22705078125,1302.824951171875,1311.4000244140625,1294.25,1308.550048828125,4131468
2015-06-05,992.9917602539062,1287.925048828125,1304.5,1285.0,1296.0,2308534
2015-06-08,993.608154296875,1288.7249755859375,1295.0,1280.824951171875,1295.0,1570320
2015-06-09,987.517822265625,1280.824951171875,1295.0,1275.5,1292.5,2578914
2015-06-10,1002.5906372070312,1300.375,1305.0,1281.9000244140625,1283.0,2763350
2015-06-11,991.2374877929688,1285.6500244140625,1306.5,1278.375,1302.75,1847336
2015-06-12,965.987060546875,1252.9000244140625,1294.4749755859375,1238.4000244140625,1285.949951171875,2571456
2015-06-15,965.6019287109375,1252.4000244140625,1260.2249755859375,1240.5,1252.6500244140625,2525176
2015-06-16,968.3770751953125,1256.0,1259.6500244140625,1247.2249755859375,1250.0,1267396
2015-06-17,969.0709228515625,1256.9000244140625,1264.574951171875,1250.9000244140625,1260.5,1975720
2015-06-18,975.3358154296875,1265.0250244140625,1273.1500244140625,1254.0,1257.5,2165046
2015-06-19,982.8528442382812,1274.7750244140625,1277.5,1263.550048828125,1267.5,1999610
2015-06-22,999.0244750976562,1295.75,1300.0,1273.5,1273.5,1102002
2015-06-23,992.5097045898438,1287.300048828125,1304.0,1283.5999755859375,1300.0,898318
2015-06-24,990.8518676757812,1285.1500244140625,1293.949951171875,1279.425048828125,1290.0,1170246
2015-06-25,983.0263671875,1275.0,1286.5,1272.074951171875,1281.0,1930992
2015-06-26,999.5257568359375,1296.4000244140625,1298.175048828125,1275.0999755859375,1275.0999755859375,1290102
2015-06-29,999.5643920898438,1296.449951171875,1302.0,1271.699951171875,1286.0,1372756
2015-06-30,983.3925170898438,1275.4749755859375,1294.375,1270.0,1292.5,1549952
2015-07-01,999.6416625976562,1296.550048828125,1304.0,1278.375,1281.949951171875,1279708
2015-07-02,993.7240600585938,1288.875,1301.4749755859375,1285.5250244140625,1300.0,1445880
2015-07-03,1003.8048706054688,1301.949951171875,1305.0,1285.0,1286.5250244140625,963470
2015-07-06,1015.1387329101562,1316.6500244140625,1322.5,1290.1500244140625,1290.1500244140625,1182338
2015-07-07,1008.5657348632812,1308.125,1323.449951171875,1301.5,1316.375,1642836
2015-07-08,1000.4122924804688,1297.550048828125,1310.8499755859375,1290.25,1298.9749755859375,2667850
2015-07-09,972.425048828125,1261.25,1299.125,1253.324951171875,1297.5,3934122
2015-07-10,953.8629760742188,1237.175048828125,1279.5,1227.5,1279.5,8263654
2015-07-13,967.432861328125,1254.7750244140625,1259.300048828125,1237.699951171875,1237.699951171875,2280308
2015-07-14,963.5584716796875,1249.75,1257.5,1245.0,1255.5,1703274
2015-07-15,981.3881225585938,1272.875,1274.9749755859375,1250.0,1250.5,2003660
2015-07-16,979.2484741210938,1270.0999755859375,1279.425048828125,1263.300048828125,1271.8499755859375,1456608
2015-07-17,988.5775756835938,1282.199951171875,1285.050048828125,1271.6500244140625,1273.4000244140625,1070526
2015-07-20,996.4007568359375,1289.574951171875,1291.949951171875,1275.949951171875,1282.0,853786
2015-07-21,989.5435791015625,1280.699951171875,1300.175048828125,1277.550048828125,1288.0,1274500
2015-07-22,976.6593627929688,1264.0250244140625,1284.5,1260.5250244140625,1280.5,1320628
2015-07-23,961.4188842773438,1244.300048828125,1268.925048828125,1241.5,1258.75,1496780
2015-07-24,967.8123168945312,1252.574951171875,1258.25,1246.050048828125,1248.75,1574972
2015-07-27,964.6831665039062,1248.5250244140625,1252.5,1240.574951171875,1244.0,2003738
2015-07-28,966.6146240234375,1251.0250244140625,1259.5,1246.074951171875,1249.75,1891188
2015-07-29,968.4306640625,1253.375,1257.5250244140625,1241.75,1255.5,2413318
2015-07-30,958.3473510742188,1240.324951171875,1258.4000244140625,1236.4000244140625,1258.0250244140625,2770574
2015-07-31,969.9758911132812,1255.375,1259.5,1243.5,1244.949951171875,1963776
2015-08-03,969.5314331054688,1254.800048828125,1262.5,1250.449951171875,1251.699951171875,1179324
2015-08-04,969.2613525390625,1254.449951171875,1261.5,1243.0,1255.199951171875,2342692
2015-08-05,984.0382080078125,1273.574951171875,1275.0,1255.5,1260.0,988994
2015-08-06,994.1405029296875,1286.6500244140625,1291.5,1275.050048828125,1282.5,2211366
2015-08-07,985.93115234375,1276.0250244140625,1286.5,1273.5,1286.5,1188506
2015-08-10,993.6773071289062,1286.050048828125,1294.5,1278.300048828125,1286.0,1431182
2015-08-11,1006.0780639648438,1302.0999755859375,1305.0,1271.050048828125,1289.0,2200306
2015-08-12,1032.155517578125,1335.8499755859375,1345.699951171875,1301.0,1301.550048828125,3479784
2015-08-13,1018.2088623046875,1317.800048828125,1342.0,1278.0,1335.0,1406426
2015-08-14,1044.3250732421875,1351.5999755859375,1359.675048828125,1318.550048828125,1319.0,2293964
2015-08-17,1037.1971435546875,1342.375,1348.4000244140625,1327.5,1345.050048828125,773644
2015-08-18,1058.8895263671875,1370.449951171875,1374.949951171875,1345.0,1353.449951171875,1916926
2015-08-19,1056.0693359375,1366.800048828125,1376.425048828125,1360.949951171875,1375.0,1690070
2015-08-20,1038.0084228515625,1343.425048828125,1372.5,1336.0,1372.5,2349298
2015-08-21,1033.8746337890625,1338.074951171875,1364.949951171875,1327.550048828125,1356.0,3536080
2015-08-24,996.2075805664062,1289.324951171875,1322.5,1284.550048828125,1319.5,4692344
2015-08-25,991.7646484375,1283.574951171875,1311.0,1267.75,1293.949951171875,3925800
2015-08-26,995.4737548828125,1288.375,1319.5,1255.9749755859375,1279.0250244140625,3216158
2015-08-27,994.662109375,1287.324951171875,1307.449951171875,1272.9000244140625,1307.449951171875,5264798
2015-08-28,993.1942749023438,1285.425048828125,1304.5,1278.8499755859375,1304.5,2744152
2015-08-31,990.5672607421875,1282.0250244140625,1295.0,1265.5250244140625,1295.0,3692044
2015-09-01,980.2716064453125,1268.699951171875,1305.5999755859375,1265.0,1278.0,2987602
2015-09-02,1001.2879638671875,1295.9000244140625,1310.2249755859375,1274.0,1279.8499755859375,3765950
2015-09-03,1006.619384765625,1302.800048828125,1307.5,1288.125,1298.050048828125,2265074
2015-09-04,984.1538696289062,1273.7249755859375,1307.449951171875,1269.574951171875,1305.699951171875,2426396
2015-09-07,981.1793212890625,1269.875,1279.9749755859375,1266.3499755859375,1276.5,1759184
2015-09-08,981.3920288085938,1270.1500244140625,1282.050048828125,1261.75,1272.5,1787746
2015-09-09,985.0426025390625,1274.875,1287.0,1272.0,1281.4749755859375,2045076
